coefficient,value,model_domain,model_version
Rx_NE_NoLo_NESRD_NOD_X_M67,0.588,RxHCC,R08_PDP_ONLY
Rx_CE_LowAged_RXHCC153,3.713,RxHCC,R08_PDP_ONLY
Rx_CE_LTI_RXHCC132,0.11,RxHCC,R08_PDP_ONLY
Rx_NE_NoLo_ESRD_NOD_X_M80_84,1.226,RxHCC,R08_PDP_ONLY
Rx_NE_Lo_ESRD_NOD_x_F85_89,1.935,RxHCC,R08_PDP_ONLY
Rx_NE_LTI_ESRD_NOD_x_F0_34,2.649,RxHCC,R08_PDP_ONLY
Rx_CE_LowAged_RXHCC148,0.166,RxHCC,R08_PDP_ONLY
Rx_CE_LTI_RXHCC40,0.481,RxHCC,R08_PDP_ONLY
Rx_NE_NoLo_NESRD_NOD_X_M60_64,1.4,RxHCC,R08_PDP_ONLY
Rx_NE_LTI_ESRD_OD_x_F95_GT,2.649,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowNoAged_RXHCC148,0,RxHCC,R08_PDP_ONLY
Rx_NE_NoLo_ESRD_NOD_x_F45_54,1.556,RxHCC,R08_PDP_ONLY
Rx_NE_NoLo_ESRD_OD_x_F66,1.133,RxHCC,R08_PDP_ONLY
Rx_NE_Lo_NESRD_NOD_x_F0_34,2.789,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowAged_RXHCC17,6.057,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowAged_RXHCC186,0.26,RxHCC,R08_PDP_ONLY
Rx_CE_LowAged_RXHCC244,0.093,RxHCC,R08_PDP_ONLY
Rx_CE_LowAged_RXHCC261,0,RxHCC,R08_PDP_ONLY
Rx_CE_LowAged_RXHCC355,2.09,RxHCC,R08_PDP_ONLY
Rx_CE_LowNoAged_RXHCC262,0,RxHCC,R08_PDP_ONLY
Rx_NE_NoLo_NESRD_NOD_X_M90_94,0.762,RxHCC,R08_PDP_ONLY
Rx_NE_NoLo_ESRD_OD_x_F95_GT,1.133,RxHCC,R08_PDP_ONLY
Rx_NE_Lo_ESRD_NOD_x_F90_94,1.935,RxHCC,R08_PDP_ONLY
Rx_NE_Lo_ESRD_OD_X_M95_GT,1.954,RxHCC,R08_PDP_ONLY
Rx_NE_LTI_NESRD_NOD_x_F35_44,3.356,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowAged_RXHCC44,0.052,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowAged_RXHCC87,0.06,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowNoAged_RXHCC262,0,RxHCC,R08_PDP_ONLY
Rx_CE_LowAged_RXHCC65,0.889,RxHCC,R08_PDP_ONLY
Rx_NE_NoLo_NESRD_NOD_X_M35_44,1.262,RxHCC,R08_PDP_ONLY
Rx_NE_Lo_ESRD_NOD_x_F75_79,1.935,RxHCC,R08_PDP_ONLY
Rx_NE_LTI_NESRD_OD_x_F65,2.637,RxHCC,R08_PDP_ONLY
Rx_NE_LTI_ESRD_NOD_X_M75_79,2.279,RxHCC,R08_PDP_ONLY
Rx_CE_LowAged_RXHCC184,0.226,RxHCC,R08_PDP_ONLY
Rx_NE_NoLo_NESRD_NOD_x_F55_59,1.556,RxHCC,R08_PDP_ONLY
Rx_NE_NoLo_ESRD_OD_X_M75_79,1.226,RxHCC,R08_PDP_ONLY
Rx_NE_LTI_NESRD_NOD_X_M69,1.501,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowNoAged_M0_34,0.372,RxHCC,R08_PDP_ONLY
Rx_CE_LowAged_RXHCC98,23.444,RxHCC,R08_PDP_ONLY
Rx_CE_LTI_RXHCC154,1.723,RxHCC,R08_PDP_ONLY
Rx_NE_LTI_NESRD_NOD_X_M68,1.805,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowAged_F75_79,0.036,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowAged_RXHCC99,0.948,RxHCC,R08_PDP_ONLY
Rx_CE_LowNoAged_M45_54,0.506,RxHCC,R08_PDP_ONLY
Rx_CE_LTI_RXHCC148,0,RxHCC,R08_PDP_ONLY
Rx_NE_NoLo_ESRD_NOD_X_M85_89,1.226,RxHCC,R08_PDP_ONLY
Rx_NE_Lo_NESRD_NOD_X_M90_94,0.466,RxHCC,R08_PDP_ONLY
Rx_NE_Lo_NESRD_NOD_x_F45_54,2.789,RxHCC,R08_PDP_ONLY
Rx_NE_Lo_ESRD_NOD_X_M55_59,1.99,RxHCC,R08_PDP_ONLY
Rx_NE_Lo_ESRD_OD_X_M65,1.954,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowNoAged_RXHCC56,0.091,RxHCC,R08_PDP_ONLY
Rx_CE_LowNoAged_RXHCC260,0,RxHCC,R08_PDP_ONLY
Rx_NE_Lo_ESRD_NOD_X_M45_54,1.99,RxHCC,R08_PDP_ONLY
Rx_NE_LTI_ESRD_NOD_X_M68,2.279,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowAged_M85_89,0.072,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowAged_M95_GT,0.072,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowNoAged_RXHCC22,0.06,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowNoAged_RXHCC100,0.218,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowNoAged_RXHCC161,1.129,RxHCC,R08_PDP_ONLY
Rx_CE_LowAged_F75_79,0.076,RxHCC,R08_PDP_ONLY
Rx_CE_LowNoAged_M35_44,0.581,RxHCC,R08_PDP_ONLY
Rx_NE_NoLo_NESRD_OD_X_M66,1.269,RxHCC,R08_PDP_ONLY
Rx_NE_Lo_ESRD_NOD_x_F95_GT,1.935,RxHCC,R08_PDP_ONLY
Rx_CE_LowAged_RXHCC226,5.809,RxHCC,R08_PDP_ONLY
Rx_NE_NoLo_NESRD_NOD_X_M85_89,0.762,RxHCC,R08_PDP_ONLY
Rx_NE_Lo_ESRD_OD_X_M66,1.954,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowNoAged_RXHCC55,0.309,RxHCC,R08_PDP_ONLY
Rx_CE_LTI_F65_69,1.233,RxHCC,R08_PDP_ONLY
Rx_CE_LTI_RXHCC215,0.154,RxHCC,R08_PDP_ONLY
Rx_NE_NoLo_NESRD_NOD_x_F90_94,0.187,RxHCC,R08_PDP_ONLY
Rx_NE_NoLo_ESRD_NOD_X_M90_94,1.226,RxHCC,R08_PDP_ONLY
Rx_NE_NoLo_ESRD_OD_X_M85_89,1.226,RxHCC,R08_PDP_ONLY
Rx_NE_NoLo_ESRD_OD_x_F70_74,1.133,RxHCC,R08_PDP_ONLY
Rx_NE_Lo_ESRD_OD_x_F85_89,1.935,RxHCC,R08_PDP_ONLY
Rx_NE_LTI_NESRD_OD_x_F70_74,1.724,RxHCC,R08_PDP_ONLY
Rx_NE_LTI_NESRD_OD_x_F80_84,1.059,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowAged_RXHCC18,3.401,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowNoAged_RXHCC87,0.141,RxHCC,R08_PDP_ONLY
Rx_CE_LowAged_RXHCC163,0.533,RxHCC,R08_PDP_ONLY
Rx_CE_LowNoAged_RXHCC54,0.06,RxHCC,R08_PDP_ONLY
Rx_NE_NoLo_ESRD_NOD_x_F0_34,1.968,RxHCC,R08_PDP_ONLY
Rx_NE_NoLo_ESRD_OD_x_F69,1.133,RxHCC,R08_PDP_ONLY
Rx_NE_Lo_NESRD_NOD_x_F70_74,0.721,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowAged_RXHCC261,0,RxHCC,R08_PDP_ONLY
Rx_CE_LowAged_RXHCC164,0,RxHCC,R08_PDP_ONLY
Rx_CE_LTI_RXHCC15,9.849,RxHCC,R08_PDP_ONLY
Rx_NE_NoLo_ESRD_OD_X_M69,1.226,RxHCC,R08_PDP_ONLY
Rx_NE_NoLo_ESRD_OD_x_F75_79,1.133,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowNoAged_RXHCC183,12.784,RxHCC,R08_PDP_ONLY
Rx_CE_LowNoAged_RXHCC154,4.788,RxHCC,R08_PDP_ONLY
Rx_CE_LowNoAged_RXHCC186,0.229,RxHCC,R08_PDP_ONLY
Rx_CE_LTI_F85_89,0.253,RxHCC,R08_PDP_ONLY
Rx_CE_LTI_F95_GT,0.069,RxHCC,R08_PDP_ONLY
Rx_CE_LTI_RXHCC18,1.461,RxHCC,R08_PDP_ONLY
Rx_CE_LTI_RXHCC19,1.461,RxHCC,R08_PDP_ONLY
Rx_NE_Lo_NESRD_NOD_x_F90_94,0.377,RxHCC,R08_PDP_ONLY
Rx_NE_Lo_ESRD_NOD_x_F0_34,2.789,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowAged_RXHCC311,0.047,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowNoAged_M55_59,0.309,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowNoAged_RXHCC81,1.212,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowNoAged_RXHCC158,0.172,RxHCC,R08_PDP_ONLY
Rx_CE_LowAged_M65_69,0.3,RxHCC,R08_PDP_ONLY
Rx_CE_LowNoAged_RXHCC228,3.063,RxHCC,R08_PDP_ONLY
Rx_NE_NoLo_NESRD_NOD_x_F0_34,1.968,RxHCC,R08_PDP_ONLY
Rx_NE_NoLo_ESRD_NOD_X_M66,1.226,RxHCC,R08_PDP_ONLY
Rx_NE_Lo_ESRD_NOD_X_M85_89,1.954,RxHCC,R08_PDP_ONLY
Rx_NE_Lo_ESRD_OD_X_M90_94,1.954,RxHCC,R08_PDP_ONLY
Rx_NE_LTI_NESRD_NOD_x_F75_79,1.724,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowNoAged_RXHCC166,0.364,RxHCC,R08_PDP_ONLY
Rx_CE_LowNoAged_RXHCC5,0.093,RxHCC,R08_PDP_ONLY
Rx_CE_LTI_RXHCC43,0.045,RxHCC,R08_PDP_ONLY
Rx_CE_LTI_RXHCC84,0.085,RxHCC,R08_PDP_ONLY
Rx_CE_LTI_NONAGED_RXHCC130,1.054,RxHCC,R08_PDP_ONLY
Rx_NE_NoLo_NESRD_NOD_x_F85_89,0.59,RxHCC,R08_PDP_ONLY
Rx_NE_LTI_ESRD_OD_x_F68,2.649,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowAged_RXHCC243,0.124,RxHCC,R08_PDP_ONLY
Rx_CE_LowNoAged_RXHCC31,0.726,RxHCC,R08_PDP_ONLY
Rx_NE_NoLo_NESRD_NOD_X_M65,0.531,RxHCC,R08_PDP_ONLY
Rx_NE_NoLo_NESRD_OD_X_M90_94,0.762,RxHCC,R08_PDP_ONLY
Rx_NE_NoLo_ESRD_OD_X_M90_94,1.226,RxHCC,R08_PDP_ONLY
Rx_NE_Lo_ESRD_NOD_X_M60_64,1.99,RxHCC,R08_PDP_ONLY
Rx_NE_Lo_ESRD_NOD_X_M66,1.954,RxHCC,R08_PDP_ONLY
Rx_NE_Lo_ESRD_OD_x_F66,1.935,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowAged_RXHCC227,0.576,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowNoAged_RXHCC193,0,RxHCC,R08_PDP_ONLY
Rx_CE_LTI_RXHCC164,0,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowAged_RXHCC5,0.612,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowNoAged_RXHCC132,0,RxHCC,R08_PDP_ONLY
Rx_CE_LowAged_RXHCC147,0.224,RxHCC,R08_PDP_ONLY
Rx_NE_Lo_NESRD_NOD_x_F85_89,0.664,RxHCC,R08_PDP_ONLY
Rx_NE_Lo_ESRD_OD_X_M70_74,1.954,RxHCC,R08_PDP_ONLY
Rx_NE_LTI_NESRD_NOD_X_M45_54,2.391,RxHCC,R08_PDP_ONLY
Rx_NE_LTI_NESRD_OD_x_F68,1.982,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowNoAged_RXHCC82,1.179,RxHCC,R08_PDP_ONLY
Rx_CE_LowNoAged_RXHCC98,54.317,RxHCC,R08_PDP_ONLY
Rx_CE_LTI_F35_44,2.241,RxHCC,R08_PDP_ONLY
Rx_CE_LTI_NONAGED_RXHCC159,1.982,RxHCC,R08_PDP_ONLY
Rx_NE_NoLo_NESRD_OD_x_F85_89,0.59,RxHCC,R08_PDP_ONLY
Rx_NE_Lo_NESRD_OD_X_M95_GT,0.466,RxHCC,R08_PDP_ONLY
Rx_NE_LTI_ESRD_NOD_x_F45_54,2.649,RxHCC,R08_PDP_ONLY
Rx_CE_LowNoAged_RXHCC15,21.701,RxHCC,R08_PDP_ONLY
Rx_CE_LowNoAged_RXHCC244,0,RxHCC,R08_PDP_ONLY
Rx_NE_NoLo_ESRD_NOD_x_F35_44,1.968,RxHCC,R08_PDP_ONLY
Rx_NE_Lo_ESRD_OD_X_M85_89,1.954,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowAged_RXHCC43,0.072,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowNoAged_RXHCC225,47.448,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowNoAged_RXHCC261,0,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowNoAged_RXHCC396,0,RxHCC,R08_PDP_ONLY
Rx_CE_LowNoAged_RXHCC112,0,RxHCC,R08_PDP_ONLY
Rx_CE_LTI_RXHCC96,0.264,RxHCC,R08_PDP_ONLY
Rx_CE_LTI_RXHCC111,0,RxHCC,R08_PDP_ONLY
Rx_NE_NoLo_NESRD_OD_X_M65,1.269,RxHCC,R08_PDP_ONLY
Rx_NE_NoLo_ESRD_OD_X_M65,1.226,RxHCC,R08_PDP_ONLY
Rx_NE_Lo_NESRD_OD_X_M66,1.575,RxHCC,R08_PDP_ONLY
Rx_NE_Lo_ESRD_NOD_x_F45_54,2.789,RxHCC,R08_PDP_ONLY
Rx_NE_Lo_ESRD_OD_X_M67,1.954,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowAged_RXHCC225,19.75,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowNoAged_RXHCC42,3.618,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowNoAged_RXHCC314,1.523,RxHCC,R08_PDP_ONLY
Rx_CE_LowAged_RXHCC228,2.942,RxHCC,R08_PDP_ONLY
Rx_CE_LTI_F70_74,0.984,RxHCC,R08_PDP_ONLY
Rx_NE_NoLo_ESRD_NOD_x_F66,1.133,RxHCC,R08_PDP_ONLY
Rx_NE_LTI_NESRD_OD_X_M65,2.087,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowAged_RXHCC31,0.299,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowAged_RXHCC98,11.918,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowNoAged_F60_64,0.222,RxHCC,R08_PDP_ONLY
Rx_CE_LowNoAged_RXHCC227,1.574,RxHCC,R08_PDP_ONLY
Rx_CE_LowNoAged_RXHCC311,0,RxHCC,R08_PDP_ONLY
Rx_NE_NoLo_NESRD_OD_X_M68,1.115,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowAged_M80_84,0.072,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowAged_RXHCC184,0.357,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowNoAged_RXHCC31,0.53,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowNoAged_RXHCC95,0.117,RxHCC,R08_PDP_ONLY
Rx_NE_Lo_ESRD_NOD_x_F66,1.935,RxHCC,R08_PDP_ONLY
Rx_CE_LowNoAged_RXHCC215,0.117,RxHCC,R08_PDP_ONLY
Rx_NE_NoLo_NESRD_NOD_X_M68,0.669,RxHCC,R08_PDP_ONLY
Rx_NE_NoLo_NESRD_OD_X_M85_89,0.762,RxHCC,R08_PDP_ONLY
Rx_NE_LTI_ESRD_NOD_X_M70_74,2.279,RxHCC,R08_PDP_ONLY
Rx_CE_LowAged_RXHCC99,1.012,RxHCC,R08_PDP_ONLY
Rx_CE_LowAged_RXHCC166,1.023,RxHCC,R08_PDP_ONLY
Rx_CE_LTI_RXHCC160,5.534,RxHCC,R08_PDP_ONLY
Rx_NE_Lo_NESRD_NOD_X_M35_44,1.99,RxHCC,R08_PDP_ONLY
Rx_NE_Lo_NESRD_OD_X_M90_94,0.466,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowNoAged_RXHCC228,0.991,RxHCC,R08_PDP_ONLY
Rx_CE_LTI_RXHCC82,0.489,RxHCC,R08_PDP_ONLY
Rx_CE_LTI_RXHCC155,0.101,RxHCC,R08_PDP_ONLY
Rx_NE_NoLo_ESRD_OD_X_M68,1.226,RxHCC,R08_PDP_ONLY
Rx_NE_Lo_ESRD_NOD_x_F60_64,2.452,RxHCC,R08_PDP_ONLY
Rx_NE_Lo_ESRD_OD_x_F95_GT,1.935,RxHCC,R08_PDP_ONLY
Rx_NE_LTI_NESRD_NOD_X_M95_GT,0.527,RxHCC,R08_PDP_ONLY
Rx_NE_LTI_ESRD_NOD_X_M85_89,2.279,RxHCC,R08_PDP_ONLY
Rx_CE_LowAged_RXHCC260,0,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowAged_M90_94,0.072,RxHCC,R08_PDP_ONLY
Rx_CE_LowAged_RXHCC67,1.463,RxHCC,R08_PDP_ONLY
Rx_CE_LowNoAged_RXHCC184,0.53,RxHCC,R08_PDP_ONLY
Rx_CE_LowNoAged_RXHCC225,56.541,RxHCC,R08_PDP_ONLY
Rx_CE_LTI_F0_34,3.226,RxHCC,R08_PDP_ONLY
Rx_CE_LTI_RXHCC157,1,RxHCC,R08_PDP_ONLY
Rx_NE_Lo_NESRD_NOD_x_F60_64,2.452,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowAged_RXHCC41,8.193,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowNoAged_F55_59,0.196,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowNoAged_RXHCC131,0.198,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowNoAged_RXHCC133,0,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowNoAged_RXHCC155,0.363,RxHCC,R08_PDP_ONLY
Rx_CE_LowAged_RXHCC15,14.475,RxHCC,R08_PDP_ONLY
Rx_CE_LowAged_RXHCC47,0.091,RxHCC,R08_PDP_ONLY
Rx_CE_LowNoAged_RXHCC95,1.515,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowNoAged_M45_54,0.27,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowNoAged_RXHCC191,0.28,RxHCC,R08_PDP_ONLY
Rx_CE_LowNoAged_RXHCC314,2.015,RxHCC,R08_PDP_ONLY
Rx_NE_Lo_NESRD_NOD_x_F80_84,0.664,RxHCC,R08_PDP_ONLY
Rx_NE_Lo_ESRD_OD_x_F65,1.935,RxHCC,R08_PDP_ONLY
Rx_NE_LTI_NESRD_NOD_X_M67,1.805,RxHCC,R08_PDP_ONLY
Rx_NE_LTI_ESRD_NOD_X_M66,2.279,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowAged_M65_69,0.215,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowNoAged_RXHCC157,12.024,RxHCC,R08_PDP_ONLY
Rx_CE_LowNoAged_RXHCC55,0.06,RxHCC,R08_PDP_ONLY
Rx_CE_LowNoAged_RXHCC67,3.538,RxHCC,R08_PDP_ONLY
Rx_NE_NoLo_NESRD_NOD_x_F95_GT,0.187,RxHCC,R08_PDP_ONLY
Rx_NE_NoLo_ESRD_OD_x_F90_94,1.133,RxHCC,R08_PDP_ONLY
Rx_NE_Lo_NESRD_NOD_x_F95_GT,0.377,RxHCC,R08_PDP_ONLY
Rx_NE_Lo_ESRD_OD_x_F90_94,1.935,RxHCC,R08_PDP_ONLY
Rx_CE_LowAged_RXHCC19,4.667,RxHCC,R08_PDP_ONLY
Rx_CE_LowNoAged_RXHCC395,2.826,RxHCC,R08_PDP_ONLY
Rx_NE_LTI_NESRD_OD_X_M68,1.805,RxHCC,R08_PDP_ONLY
Rx_NE_LTI_NESRD_OD_X_M70_74,1.501,RxHCC,R08_PDP_ONLY
Rx_NE_LTI_ESRD_OD_x_F75_79,2.649,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowAged_RXHCC83,0.172,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowNoAged_RXHCC111,0,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowNoAged_RXHCC168,0,RxHCC,R08_PDP_ONLY
Rx_CE_LTI_RXHCC261,0,RxHCC,R08_PDP_ONLY
Rx_NE_Lo_NESRD_NOD_X_M0_34,1.99,RxHCC,R08_PDP_ONLY
Rx_NE_Lo_ESRD_NOD_X_M69,1.954,RxHCC,R08_PDP_ONLY
Rx_NE_LTI_ESRD_OD_X_M85_89,2.279,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowNoAged_RXHCC54,0.309,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowNoAged_RXHCC130,0.361,RxHCC,R08_PDP_ONLY
Rx_CE_LowAged_RXHCC83,1.619,RxHCC,R08_PDP_ONLY
Rx_CE_LowAged_RXHCC227,0.902,RxHCC,R08_PDP_ONLY
Rx_CE_LTI_RXHCC66,0.535,RxHCC,R08_PDP_ONLY
Rx_CE_LTI_RXHCC263,0,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowNoAged_M35_44,0.305,RxHCC,R08_PDP_ONLY
Rx_CE_LowNoAged_RXHCC161,1.254,RxHCC,R08_PDP_ONLY
Rx_NE_Lo_NESRD_NOD_X_M65,1.122,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowAged_RXHCC207,0,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowNoAged_RXHCC83,0.517,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowNoAged_RXHCC84,0.375,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowNoAged_RXHCC96,1.554,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowNoAged_RXHCC146,0,RxHCC,R08_PDP_ONLY
Rx_CE_LowNoAged_RXHCC131,0.862,RxHCC,R08_PDP_ONLY
Rx_CE_LowNoAged_RXHCC155,0.541,RxHCC,R08_PDP_ONLY
Rx_CE_LTI_RXHCC243,0.296,RxHCC,R08_PDP_ONLY
Rx_NE_NoLo_NESRD_OD_x_F69,1.051,RxHCC,R08_PDP_ONLY
Rx_NE_NoLo_NESRD_OD_x_F95_GT,0.187,RxHCC,R08_PDP_ONLY
Rx_NE_NoLo_ESRD_NOD_X_M95_GT,1.226,RxHCC,R08_PDP_ONLY
Rx_NE_Lo_NESRD_NOD_X_M69,0.724,RxHCC,R08_PDP_ONLY
Rx_NE_LTI_NESRD_NOD_X_M0_34,2.667,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowNoAged_RXHCC47,0,RxHCC,R08_PDP_ONLY
Rx_CE_LowAged_RXHCC131,0.704,RxHCC,R08_PDP_ONLY
Rx_CE_LowNoAged_RXHCC168,0.149,RxHCC,R08_PDP_ONLY
Rx_NE_NoLo_NESRD_NOD_X_M55_59,1.4,RxHCC,R08_PDP_ONLY
Rx_NE_NoLo_ESRD_NOD_X_M0_34,1.262,RxHCC,R08_PDP_ONLY
Rx_NE_Lo_NESRD_OD_x_F90_94,0.377,RxHCC,R08_PDP_ONLY
Rx_NE_Lo_ESRD_NOD_X_M0_34,1.99,RxHCC,R08_PDP_ONLY
Rx_NE_LTI_NESRD_NOD_x_F70_74,1.724,RxHCC,R08_PDP_ONLY
Rx_NE_LTI_ESRD_OD_X_M95_GT,2.279,RxHCC,R08_PDP_ONLY
Rx_NE_LTI_ESRD_OD_x_F65,2.649,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowAged_RXHCC159,1.087,RxHCC,R08_PDP_ONLY
Rx_CE_LowAged_F95_GT,0.076,RxHCC,R08_PDP_ONLY
Rx_NE_NoLo_NESRD_NOD_x_F60_64,1.556,RxHCC,R08_PDP_ONLY
Rx_NE_NoLo_NESRD_OD_x_F65,1.149,RxHCC,R08_PDP_ONLY
Rx_NE_Lo_NESRD_OD_X_M75_79,0.657,RxHCC,R08_PDP_ONLY
Rx_NE_Lo_ESRD_NOD_x_F80_84,1.935,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowAged_RXHCC100,0.7,RxHCC,R08_PDP_ONLY
Rx_NE_LTI_NESRD_NOD_x_F67,1.982,RxHCC,R08_PDP_ONLY
Rx_NE_LTI_NESRD_NOD_x_F68,1.982,RxHCC,R08_PDP_ONLY
Rx_NE_LTI_NESRD_OD_X_M90_94,0.834,RxHCC,R08_PDP_ONLY
Rx_NE_LTI_ESRD_OD_X_M90_94,2.279,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowNoAged_RXHCC355,4.057,RxHCC,R08_PDP_ONLY
Rx_CE_LowAged_RXHCC317,0.457,RxHCC,R08_PDP_ONLY
Rx_CE_LowNoAged_F45_54,0.616,RxHCC,R08_PDP_ONLY
Rx_CE_LowNoAged_RXHCC83,2.809,RxHCC,R08_PDP_ONLY
Rx_CE_LowNoAged_RXHCC147,0.106,RxHCC,R08_PDP_ONLY
Rx_CE_LowNoAged_RXHCC159,5.281,RxHCC,R08_PDP_ONLY
Rx_CE_LTI_RXHCC87,0.078,RxHCC,R08_PDP_ONLY
Rx_NE_NoLo_NESRD_NOD_x_F65,0.425,RxHCC,R08_PDP_ONLY
Rx_NE_Lo_NESRD_OD_X_M85_89,0.591,RxHCC,R08_PDP_ONLY
Rx_NE_Lo_ESRD_NOD_x_F70_74,1.935,RxHCC,R08_PDP_ONLY
Rx_NE_LTI_ESRD_OD_X_M68,2.279,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowAged_RXHCC229,0.192,RxHCC,R08_PDP_ONLY
Rx_NE_Lo_ESRD_NOD_x_F69,1.935,RxHCC,R08_PDP_ONLY
Rx_NE_LTI_ESRD_NOD_x_F66,2.649,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowAged_F70_74,0.036,RxHCC,R08_PDP_ONLY
Rx_CE_LTI_RXHCC131,0.451,RxHCC,R08_PDP_ONLY
Rx_CE_LTI_RXHCC191,0.2,RxHCC,R08_PDP_ONLY
Rx_NE_NoLo_ESRD_OD_x_F85_89,1.133,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowAged_RXHCC130,0.362,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowNoAged_RXHCC16,11.089,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowNoAged_RXHCC41,17.187,RxHCC,R08_PDP_ONLY
Rx_CE_LowAged_RXHCC146,0.303,RxHCC,R08_PDP_ONLY
Rx_CE_LowNoAged_RXHCC84,0.69,RxHCC,R08_PDP_ONLY
Rx_CE_LowNoAged_RXHCC146,0.106,RxHCC,R08_PDP_ONLY
Rx_NE_NoLo_ESRD_OD_x_F68,1.133,RxHCC,R08_PDP_ONLY
Rx_NE_Lo_NESRD_NOD_X_M75_79,0.657,RxHCC,R08_PDP_ONLY
Rx_NE_Lo_NESRD_OD_x_F80_84,0.664,RxHCC,R08_PDP_ONLY
Rx_NE_Lo_ESRD_NOD_X_M80_84,1.954,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowAged_RXHCC228,0.795,RxHCC,R08_PDP_ONLY
Rx_CE_LowAged_RXHCC100,2.993,RxHCC,R08_PDP_ONLY
Rx_CE_LowNoAged_RXHCC130,1.729,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowAged_RXHCC15,6.057,RxHCC,R08_PDP_ONLY
Rx_CE_LowNoAged_RXHCC65,1.495,RxHCC,R08_PDP_ONLY
Rx_CE_LowNoAged_RXHCC160,5.907,RxHCC,R08_PDP_ONLY
